"rank","team","conference","eval","eval_strength","eval_resume","estimate_spread","std.error_spread","statistic_spread","p.value_spread","percentile_spread","scale_spread","estimate_possessions","std.error_possessions","statistic_possessions","p.value_possessions","percentile_possessions","scale_possessions","estimate_wins","std.error_wins","statistic_wins","p.value_wins","percentile_wins","scale_wins","estimate_bt","std.error_bt","statistic_bt","p.value_bt","percentile_bt","scale_bt","logo"
94,"Jacksonville State","Conference USA",40.4126309194294,36.2292203079274,44.5960415309315,-11.4590468436843,3.5999069587881,-3.18315083552658,0.00147244522725758,0.000728408507701206,0.34898853876503,-1.36094050671929,0.523539984381402,-2.59949678595672,0.00938403780597307,0.00466802763764901,0.375595867393517,-0.797373018658693,1.06304778280254,-0.750082010948328,0.453205313140026,0.226602656570013,0.42017078027293,-0.35841179425099,0.512573806777011,-0.699239386625374,0.484402439913148,0.242201219956574,0.4717500503457,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Conference USA/Jacksonville State.png"
95,"Florida International","Conference USA",39.6246197945225,35.7621660647884,43.4870735242566,-11.019298643381,3.59451606905767,-3.06558614057602,0.00219272472899114,0.00108621894498646,0.354997966170677,-1.51757237959924,0.522755979028602,-2.90302252002786,0.00372407763132369,0.0018479003004333,0.360245355125091,-0.955553024135672,1.07365629920553,-0.889998992082242,0.37346642728087,0.186733213640435,0.411037486694525,-0.472706210112965,0.50114461940954,-0.9432530886392,0.345551464588397,0.172775732294199,0.458703983790608,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Conference USA/Florida International.png"
96,"Southern Miss","Sun Belt",39.3336258257665,36.5167609234023,42.1504907281307,-10.2315600248915,3.60707803530589,-2.8365230595916,0.00459284639269909,0.00228038423890391,0.365762894916654,-1.47342133391081,0.524582885026085,-2.80874839032832,0.00500720580832231,0.0024867249800294,0.364572323551393,-1.20031057567845,1.03542134267292,-1.15924843946125,0.246354931940819,0.12317746597041,0.396905216518969,-0.583087329823457,0.489110412511635,-1.19213845158037,0.233206962069484,0.116603481034742,0.446104598043646,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Sun Belt/Southern Miss.png"
97,"North Carolina","ACC",39.025540820975,38.2096037973718,39.8414778445782,-9.21680677440794,3.59961207293982,-2.5605000171256,0.0105030709403772,0.00522608291515221,0.379630117088839,-1.26945328635617,0.523497098680696,-2.42494808386792,0.0153721047985383,0.00765528803482763,0.384561958858596,-1.14289242778569,1.15821472687122,-0.98677076130182,0.323755031533198,0.161877515766599,0.400220533141013,-1.01670981118157,0.561419763056525,-1.81096191848737,0.0701467467102859,0.035073373355143,0.396609023750552,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/ACC/North Carolina.png"
98,"Missouri State","Conference USA",38.7980996232441,34.3520379414733,43.244161305015,-12.0243256914161,3.60504778982887,-3.33541367338902,0.000862592783393441,0.000425862969552758,0.341263658487979,-1.66520197035379,0.524287623315852,-3.17612298345369,0.00150845814768808,0.000746288300432883,0.345777100341486,-1.0648005886192,1.09268057685385,-0.974484777321724,0.329815893894895,0.164907946947447,0.404729546091382,-0.460005663036231,0.531996169277212,-0.864678525150304,0.387215259421122,0.193607629710561,0.460153680008919,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Conference USA/Missouri State.png"
99,"Air Force","Mountain West",38.2401910032092,40.0617879692517,36.4185940371666,-7.0082896888316,3.60885069958693,-1.94197274207929,0.052238433198899,0.0260702001059615,0.409810850269207,-1.19942586750037,0.524840686308351,-2.28531418921987,0.022367257965082,0.0111472057626223,0.391424909115828,-1.79648984319086,1.16969718662491,-1.53585890753018,0.124572988333143,0.0622864941665717,0.36248190075836,-1.28583423640189,0.572533859925868,-2.24586583677057,0.0247126027158894,0.0123563013579447,0.365889979984973,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Mountain West/Air Force.png"
100,"Central Michigan","Mid-American",37.3028157684709,35.2640723306458,39.341559206296,-11.7023047961595,3.60316104702582,-3.24778844004739,0.00117649819513045,0.000581528565456904,0.345664270455944,-1.52398212323252,0.524013231419354,-2.90828939396174,0.00366210784158541,0.00181705932788979,0.359617176156973,-1.6143171186443,1.15952181098276,-1.39222660872249,0.163853787580055,0.0819268937900273,0.373000530911674,-0.865833984246907,0.55371083070119,-1.56369342306427,0.117889583037024,0.058944791518512,0.413830653214245,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/MAC/Central Michigan.png"
101,"Marshall","Sun Belt",36.418470150239,36.6360238081691,36.2009164923089,-9.54885728950409,3.60847078290284,-2.64623378267247,0.00818393494646192,0.0040696771633909,0.375092444247651,-1.54427873499935,0.524785434442918,-2.94268596962617,0.00327994013491167,0.00162689145372222,0.35762803191573,-2.05631691544106,1.10208637220662,-1.86584007143093,0.0620637441403242,0.0310318720701621,0.347479518356598,-1.19254159748334,0.548313117294533,-2.17492808373349,0.0296355060157405,0.0148177530078702,0.37653881148958,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Sun Belt/Marshall.png"
102,"Arkansas State","Sun Belt",36.2753682600649,33.3467238008116,39.2040127193182,-13.3053388976677,3.58705605350512,-3.70926428224233,0.000211814142668995,0.000103931186473961,0.323757831600378,-1.69173621721481,0.521671057537414,-3.24291752968005,0.00119672160849975,0.000591562261413964,0.343176644415854,-1.64473376627229,1.04799159584029,-1.56941503424322,0.116551263171586,0.0582756315857932,0.371244277511507,-0.87454817796209,0.505551675137313,-1.72988879470047,0.0836501456607817,0.0418250728303908,0.412835976874856,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Sun Belt/Arkansas State.png"
103,"Louisiana","Sun Belt",36.074578629431,32.3966416595576,39.7525155993045,-13.4010396483893,3.60354304428273,-3.71885099850576,0.000203973189728795,0.000100065527834795,0.322450022463853,-1.87227861610043,0.52406878586568,-3.57258181863993,0.00035931146298235,0.000176739495485295,0.325482810727298,-1.57497172227347,1.07272983119139,-1.46819047674313,0.142052490369216,0.0710262451846079,0.375272329138826,-0.813730420044314,0.510068950960554,-1.59533415729757,0.110637531199008,0.0553187655995038,0.419777982847264,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Sun Belt/Louisiana.png"
104,"Georgia Southern","Sun Belt",36.0531692236747,30.3871059937393,41.7192324536102,-15.1532179368255,3.60408500134817,-4.20445631308841,2.69738611607305e-05,1.30855239664494e-05,0.29850543731525,-2.03804907623018,0.52414760351203,-3.88831135079949,0.000103239303094365,5.04720422400288e-05,0.309236682559536,-1.28114943474431,1.09091560859205,-1.17437996546568,0.240242866331707,0.120121433165853,0.392237590985859,-0.617758678138304,0.523497502834029,-1.18006041059218,0.237976188889158,0.118988094444579,0.442147058086344,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Sun Belt/Georgia Southern.png"
105,"Syracuse","ACC",35.765790996694,33.3164123198813,38.2151696735067,-12.2993268288701,3.58407871530925,-3.4316564466997,0.00060841834134155,0.000299953500078574,0.337505600192662,-1.83819996928851,0.521238058682052,-3.52660351382704,0.00042754184431354,0.000210463293526437,0.328822646204965,-1.55140324870916,1.3028293279602,-1.1907954598613,0.233733891670976,0.116866945835488,0.376633169831735,-1.09502114992962,0.609096765645191,-1.79777863172482,0.0722120948659575,0.0361060474329788,0.387670223638399,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/ACC/Syracuse.png"
106,"Florida Atlantic","American Athletic",35.3967123159557,31.4116630511134,39.381761580798,-14.3628841932009,3.60325163758096,-3.9860896872702,6.88502706905584e-05,3.35855650629348e-05,0.309305830029237,-1.93916768059958,0.524026406142581,-3.70051519898399,0.000219216360647647,0.000107581095577207,0.31892743099303,-1.32395534414286,1.1362147224351,-1.16523339999098,0.243924529305184,0.121962264652592,0.389765983172668,-1.005669192578,0.542547383207585,-1.85360619865568,0.0637955201397119,0.031897760069856,0.397869248443292,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/American/Florida Atlantic.png"
107,"Boston College","ACC",35.1341223331416,38.083724299135,32.1845203671483,-8.71269903081179,3.60015545875109,-2.42008966852622,0.0155785996720031,0.00775834016771006,0.386519056913211,-1.36543460296666,0.523576124111742,-2.60790081916578,0.00915729695970823,0.00455496728614063,0.375155429069488,-2.1707841549168,1.33005688161445,-1.63209873571863,0.102658688064442,0.051329344032221,0.340870194377319,-1.83837795903155,0.679383138104379,-2.70595170224714,0.00681089508332998,0.00340544754166499,0.302820212965646,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/ACC/Boston College.png"
108,"Rice","American Athletic",35.0144550905452,27.1211748363092,42.9077353447813,-18.5615154024791,3.60475773563756,-5.14917139062502,2.79378008332876e-07,1.30819862052466e-07,0.251928973369366,-2.2292882639786,0.524245440290423,-4.25237511411375,2.18293315978107e-05,1.05757587798775e-05,0.290494523356818,-0.954490587731753,1.1469517518501,-0.832197680671484,0.405297372815014,0.202648686407507,0.411098831638572,-0.574753348621534,0.543203958522175,-1.05808019180345,0.290018884202452,0.145009442101226,0.447055875257053,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/American/Rice.png"
109,"UAB","American Athletic",34.5595658790837,29.2571951276215,39.861936630546,-16.2825833913068,3.60663131037396,-4.51462375554504,6.59925061771157e-06,3.17146369519731e-06,0.283071969461444,-2.11115596076608,0.524517917134814,-4.02494536754492,5.84670017878294e-05,2.84942720957134e-05,0.302071933090985,-1.14940944095175,1.1805272622846,-0.973640743143338,0.330234949032625,0.165117474516313,0.399844241622243,-1.00982846355229,0.564725705544095,-1.7881751328804,0.0737477569343957,0.0368738784671979,0.397394490988678,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/American/UAB.png"
110,"Delaware","Conference USA",34.3358760672448,30.617741036052,38.0540110984376,-14.9938259172818,3.59446832191171,-4.17136126249331,3.11795172386814e-05,1.51392692452269e-05,0.300683626492207,-2.01320807316513,0.522749035088013,-3.85119424051386,0.000120120035661737,5.87716103448198e-05,0.311671194228833,-1.68840569065088,1.10599425891233,-1.52659534807288,0.126861664511159,0.0634308322555797,0.368722666102526,-1.05395621310226,0.521284753417256,-2.02184354365459,0.0431925177242914,0.0215962588621457,0.392357555866226,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Conference USA/Delaware.png"
111,"Coastal Carolina","Sun Belt",33.6235072793673,26.0253499083345,41.2216646504001,-18.4587842332135,3.60519029064374,-5.12005823412932,3.25687532400687e-07,1.52720661292193e-07,0.253332857463884,-2.46724222587263,0.524308347427683,-4.70570845949184,2.65005894767823e-06,1.26492921550784e-06,0.267174140702807,-1.21727338194507,1.20491988084806,-1.01025254981129,0.312374308305128,0.156187154152564,0.395925786223215,-0.737252515000756,0.548444460440286,-1.34426102947397,0.17886399271314,0.0894319963565699,0.428507506784787,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Sun Belt/Coastal Carolina.png"
112,"Wyoming","Mountain West",33.0099879446312,34.4820578515421,31.5379180377202,-11.0793566038087,3.60657777317504,-3.07198604899486,0.00214640628973418,0.00106319831559467,0.35417723750579,-1.77043447324231,0.524510131137951,-3.37540567500816,0.000746900760265808,0.000368534768159751,0.335463919525053,-2.5683527960661,1.21843022803905,-2.10791946634452,0.0350379560980481,0.017518978049024,0.317914631148993,-1.75056359947827,0.568772140619469,-3.07779420695899,0.00208538873509051,0.00104269436754525,0.312843729605412,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Mountain West/Wyoming.png"
113,"Liberty","Conference USA",32.6558180273744,34.7112319596656,30.6004040950832,-11.1772541684302,3.61327565796263,-3.0933854005295,0.00199797256763219,0.000989434820866043,0.352839407567254,-1.71001523849176,0.525484214784343,-3.25417051622292,0.00115047871760203,0.000568619979534294,0.341385231626059,-2.82067237355349,1.19506069496337,-2.36027541148439,0.0182613720007088,0.00913068600035441,0.303345730548552,-1.78719595780838,0.578821346866672,-3.0876469354197,0.00201748006756157,0.00100874003378078,0.308662351353112,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Conference USA/Liberty.png"
114,"South Alabama","Sun Belt",31.5407303948238,31.3239493025943,31.7575114870533,-13.5911375462426,3.60389106183094,-3.77123983856983,0.000165726712163869,8.12192271693597e-05,0.319852218729063,-2.06467984297177,0.524119398590909,-3.93933109234774,8.3661646133178e-05,4.08545520177373e-05,0.306626767322823,-2.66967506474457,1.19705928959748,-2.23019451746811,0.0257345320828733,0.0128672660414367,0.312064296126687,-1.6608333563126,0.584784339870986,-2.84007837261683,0.00451024514443761,0.00225512257221881,0.323085933614378,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Sun Belt/South Alabama.png"
115,"Nevada","Mountain West",31.021009353973,31.6014777353797,30.4405409725663,-13.0360558814096,3.6082314368106,-3.61286577917866,0.000308043780698315,0.000151415739067024,0.32743774828147,-2.08544395370069,0.524750625974024,-3.97416191706253,7.23729409614539e-05,3.53137528456272e-05,0.304591806426124,-2.68652839273173,1.28064979037783,-2.09778536873779,0.0359241095776058,0.0179620547888029,0.31109118709299,-1.88306329607222,0.605467073130306,-3.11010025092968,0.00187023856006077,0.000935119280030383,0.297719632358336,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Mountain West/Nevada.png"
116,"Tulsa","American Athletic",30.8864355550107,30.0202036640175,31.7526674460039,-15.2870993795223,3.59644635333872,-4.25061237611141,2.20007629581623e-05,1.06593420169479e-05,0.296675865732479,-2.09425584918356,0.523036703228956,-4.00403229114652,6.38554947492044e-05,3.11359295303e-05,0.303728207547871,-2.54878201112822,1.34801095539123,-1.89077247550149,0.0586547229129068,0.0293273614564534,0.319044645804502,-1.72283579378027,0.604363531566036,-2.8506614045954,0.00436284011478226,0.00218142005739113,0.316008703115575,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/American/Tulsa.png"
117,"Eastern Michigan","Mid-American",30.7338135319273,28.3720103313503,33.0956167325043,-15.5042464767353,3.60409558751222,-4.30184108613983,1.75060761221077e-05,8.46923898509055e-06,0.293708418188297,-2.40033001938724,0.524149143074087,-4.57947904924451,4.86049176629733e-06,2.33067737397081e-06,0.273731788438709,-2.44629250089772,1.11080130835677,-2.20227729522264,0.0276457269918827,0.0138228634959413,0.324962377206896,-1.53937295303173,0.523089325018237,-2.94284910703934,0.00325206885377036,0.00162603442688518,0.33694995744319,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/MAC/Eastern Michigan.png"
118,"App State","Sun Belt",30.5345759179598,29.8756498838552,31.1935019520644,-15.0795196457392,3.58434046781802,-4.20705560231529,2.66674803021008e-05,1.29359751055414e-05,0.299512569419254,-2.15270033507114,0.52127612575043,-4.12967375394779,3.73678680681331e-05,1.8163918355604e-05,0.298000428257849,-3.04304377624816,1.27151813499912,-2.3932366298891,0.016700466414395,0.00835023320719751,0.290506033785818,-1.57078888279674,0.579567641292481,-2.71027705979884,0.0067227025836893,0.00336135129184465,0.33336400525547,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Sun Belt/App State.png"
119,"San José State","Mountain West",29.9004036098292,29.5256077547085,30.2751994649499,-14.8707382262887,3.60421636516873,-4.12592827944517,3.79776602596642e-05,1.846211677295e-05,0.302365694873708,-2.25324717298806,0.524166707953715,-4.29872240796153,1.77525778450562e-05,8.58927319838161e-06,0.288146460220462,-2.6759298476726,1.18366532024797,-2.26071491822706,0.0237769160787658,0.0118884580393829,0.311703145748808,-1.91739515202452,0.598755134296059,-3.20230264794097,0.0013633368055583,0.000681668402779151,0.29380084355019,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Mountain West/San José State.png"
120,"Buffalo","Mid-American",29.7419113761631,28.211574952042,31.2722478002842,-16.3571573175025,3.60448491004658,-4.53800133048445,5.91314608969708e-06,2.83949511149384e-06,0.282052871269528,-2.31414108696295,0.524205762846734,-4.41456628480361,1.04961605551114e-05,5.0606350730872e-06,0.282178627771312,-2.82645848132149,1.12601962890405,-2.51013251347355,0.0120685863658822,0.00603429318294112,0.303011641415339,-1.6665508428682,0.555172032314372,-3.00186382934452,0.00268332175544003,0.00134166087772001,0.322433314590345,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/MAC/Buffalo.png"
121,"Colorado State","Mountain West",29.6728475242596,31.9803457876191,27.3653492609,-12.8743079390596,3.60787699141714,-3.5683888252528,0.000365083664794553,0.000179591601078024,0.329648132580701,-2.03068098523032,0.524699078437413,-3.87018210757644,0.000111183264675169,5.43770423565739e-05,0.309958783171682,-3.17183052919277,1.38123454871817,-2.29637358270275,0.0216545301066816,0.0108272650533408,0.283069902903753,-2.17639833945085,0.700261030347009,-3.10798151708136,0.0018836984831069,0.000941849241553449,0.264237082314247,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Mountain West/Colorado State.png"
122,"Middle Tennessee","Conference USA",28.0513712169673,25.5600938958828,30.5426485380518,-18.1142205082001,3.61899477268265,-5.0053182295073,5.91486994427549e-07,2.78849091512783e-07,0.25804153095171,-2.6102346368603,0.526315954400247,-4.95944425594078,7.48251015994234e-07,3.53475648523563e-07,0.253160346965945,-2.73875616573938,1.12373937264561,-2.43718092682963,0.0148022710972409,0.00740113554862047,0.308075562062591,-1.83875296008611,0.552980738233342,-3.32516638094943,0.000883657847147127,0.000441828923573564,0.302777408698446,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Conference USA/Middle Tennessee.png"
123,"New Mexico State","Conference USA",27.1907074491879,26.4154673219601,27.9659475764157,-17.0697623043834,3.61475119939992,-4.72225095525721,2.44484376307491e-06,1.16624310482213e-06,0.272314689431356,-2.58131421502535,0.525698805036223,-4.91025315312918,9.60675597982554e-07,4.54794453736408e-07,0.255994657007845,-3.23136600725028,1.21309134339732,-2.66374500554977,0.00772761153957841,0.00386380576978921,0.279632331904876,-2.04104751668486,0.590861483509523,-3.4543587179887,0.000551603145095053,0.000275801572547526,0.279686619623437,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Conference USA/New Mexico State.png"
124,"Bowling Green","Mid-American",26.9986889307462,28.2052827268744,25.792095134618,-15.9623480413019,3.6015862973509,-4.43203264434973,9.68599069341732e-06,4.66744401481072e-06,0.287448180864354,-2.37047723338818,0.523784213161479,-4.52567521857972,6.26591029908026e-06,3.01014884650601e-06,0.276657473673134,-3.64177285603918,1.21407678372105,-2.9996231744729,0.00270313801905434,0.00135156900952717,0.255935492185634,-2.21433863374878,0.590751266946172,-3.74834343597023,0.000178006400518751,8.90032002593757e-05,0.259906410506726,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/MAC/Bowling Green.png"
125,"Kent State","Mid-American",26.9752034841475,24.0560666370571,29.8943403312379,-19.7272472654736,3.60268229963796,-5.47571104658772,4.73543555706654e-08,2.17879130285707e-08,0.235998536359544,-2.69224731366086,0.523943606453256,-5.13842955711504,2.95671272044255e-07,1.38522004699258e-07,0.245122796381599,-3.00464052563477,1.2249716463909,-2.45282454862304,0.014173945328394,0.00708697266419699,0.292723432635688,-1.8178499156315,0.590746545993979,-3.07720786174521,0.00208949539974159,0.0010447476998708,0.30516337398907,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/MAC/Kent State.png"
126,"Oregon State","Pac-12",26.4386104331584,29.9798143032476,22.8974065630691,-14.2081797535414,3.60573283493933,-3.94044162558718,8.32773573337999e-05,4.06658704426881e-05,0.311419960567631,-2.25294243695276,0.524387250475815,-4.29633335842643,1.79436438920521e-05,8.6823196481608e-06,0.288176325497321,-3.88784779877457,1.53532913269624,-2.53225690568835,0.0113330922753313,0.00566654613766566,0.241727156008667,-2.59705945484442,0.741462242886789,-3.50261861579505,0.000460708602442592,0.000230354301221296,0.216220975252716,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Pac-12/Oregon State.png"
127,"Ball State","Mid-American",25.2995572293794,21.071611717651,29.5275027411078,-21.9010489163091,3.60551075366513,-6.07432633339006,1.40986836381151e-09,6.22546496849892e-10,0.20629221077149,-2.99818224115304,0.52435495285586,-5.71784861537717,1.19025467249577e-08,5.39405931308359e-09,0.21514002358153,-2.9683838445355,1.20538810666229,-2.46259592916919,0.0137935268408427,0.00689676342042133,0.294816888832378,-1.90046639701956,0.556000553910428,-3.41810162535507,0.000630595566819386,0.000315297783409693,0.295733165989777,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/MAC/Ball State.png"
128,"Northern Illinois","Mid-American",24.9466541364358,27.3803248339351,22.5129834389365,-16.4660377607462,3.60579862613937,-4.56654391107134,5.16781110562983e-06,2.47915604813532e-06,0.280564953595014,-2.46859521091045,0.524396818590834,-4.70749463649319,2.62712848476702e-06,1.25389938625093e-06,0.267041543083688,-4.06571506546297,1.45584746954333,-2.79267928166836,0.00522734914420722,0.00261367457210361,0.2314571224494,-2.57444274068297,0.663985876632099,-3.87725527196631,0.000105641501994035,5.28207509970173e-05,0.218802546329329,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/MAC/Northern Illinois.png"
129,"Akron","Mid-American",24.8201299087846,20.2413357974196,29.3989240201495,-22.1567536876028,3.60401199260726,-6.14780243047246,8.9490959830591e-10,3.92819027585692e-10,0.202797849090631,-3.1319644236207,0.524136985738985,-5.97546921670661,2.57807030310345e-09,1.14714430843502e-09,0.202028866857761,-2.98143412569363,1.13561606836248,-2.62538916871154,0.00865499807649226,0.00432749903824613,0.294063367243233,-1.91639405501025,0.546348661496863,-3.50763933375401,0.000452101530722589,0.000226050765361295,0.293915113159757,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/MAC/Akron.png"
130,"Oklahoma State","Big 12",22.3410631005962,30.6855075782934,13.996618622899,-14.2885433749981,3.63945825271966,-3.92600831849648,8.8404516407803e-05,4.31835849063507e-05,0.310321742658233,-2.09772304926728,0.529291989653828,-3.96326241521102,7.57404776571719e-05,3.69662188449826e-05,0.303388408907635,-5.94224276551908,4.08318128916078,-1.45529731469268,0.145586969737386,0.0727934848686928,0.12310664957554,-3.11741136673817,1.09567830303236,-2.84518855407698,0.00443851407053718,0.00221925703526859,0.156825722882439,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Big 12/Oklahoma State.png"
131,"UL Monroe","Sun Belt",21.9917995160626,16.3546110084083,27.6289880237169,-24.7470085881412,3.60738864386715,-6.86008939741301,8.40129614759031e-12,3.44087342971436e-12,0.167400435806918,-3.56395890092174,0.524628057305029,-6.79330594560554,1.32796691649369e-11,5.47963106525208e-12,0.159691784361247,-3.15912450883983,1.28233725489216,-2.46356759642416,0.0137561953818001,0.00687809769090005,0.283803546917398,-2.13663176676678,0.623382617155792,-3.42748050389221,0.000609210046754041,0.000304605023377021,0.268776213556939,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Sun Belt/UL Monroe.png"
132,"UTEP","Conference USA",19.4855343433369,22.1031679031548,16.8679007835189,-19.9395108195449,3.59771802807533,-5.54226614313406,3.25764936915697e-08,1.4929101208194e-08,0.233097825411378,-3.06118483425907,0.523221644834215,-5.85064640288156,5.45212631193079e-09,2.44833115304003e-09,0.208965532651718,-4.83965218802884,1.4151204213626,-3.41995784596819,0.000626308401342918,0.000313154200671459,0.186770090543536,-3.17205967377618,0.719516056882872,-4.4086016474995,1.04040187783051e-05,5.20200938915256e-06,0.150587925126843,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Conference USA/UTEP.png"
133,"Sam Houston","Conference USA",18.688267732297,13.7512352968622,23.6253001677317,-26.5579618387514,3.47814243508746,-7.63567402267227,3.04168343753385e-14,1.12321024196413e-14,0.1426526549472,-3.84272099886905,0.50583158314597,-7.59683880348004,4.08428923013762e-14,1.51726070553717e-14,0.132372050990045,-3.53102854451399,1.28447737881799,-2.74900017917274,0.00597773535470277,0.00298886767735139,0.262329854774305,-2.65001717436776,0.635389140546245,-4.17069950564395,3.03666070136855e-05,1.51833035068427e-05,0.210176148580329,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Conference USA/Sam Houston.png"
134,"Charlotte","American Athletic",14.7732868652039,17.4139826969222,12.1325910334855,-24.1354695751877,3.58656513909387,-6.72941063083143,2.04992016892699e-11,8.5175838670686e-12,0.175757489460645,-3.43304167599298,0.521599663102463,-6.5817559305413,5.50957500975499e-11,2.32462177749523e-11,0.1725221644778,-6.20724234046898,3.97593642322732,-1.56120261486236,0.118475952239664,0.0592379761198319,0.107805607519868,-3.3099701901361,1.07680452783748,-3.07388212490473,0.00211292899241964,0.00105646449620982,0.134846213149843,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/American/Charlotte.png"
135,"Georgia State","Sun Belt",13.4049574396473,19.1064204238501,7.70349445544457,-22.6522196604064,3.6048475516026,-6.28382180831364,3.80670831600632e-10,1.65174668548902e-10,0.196027004335661,-3.2944833201809,0.524258502363824,-6.28408181331621,3.80043030480886e-10,1.64898502281265e-10,0.186101404141341,-7.04796023234845,3.98100447594455,-1.77039746499562,0.0766609517609537,0.0383304758804769,0.0592626624112339,-3.66074508070814,1.08374771270129,-3.37785726124725,0.000730529898693901,0.00036526494934695,0.0948072266976576,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/Sun Belt/Georgia State.png"
136,"Massachusetts","Mid-American",0,0,0,-36.9967680755281,3.60126081727169,-10.2732820400264,2.44818565614592e-24,4.64931482854361e-25,0,-5.19340440936197,0.523736878094897,-9.91605637596704,8.23414819624768e-23,1.77243218638279e-23,0,-8.07433348798916,3.99282305041181,-2.02221169985392,0.0431544860967977,0.0215772430483988,0,-4.49133540072096,1.09381870863252,-4.10610585216264,4.02385143509848e-05,2.01192571754924e-05,0,"/Users/nicholasschaefer/Desktop/CFB/cfb_logos_updated_resized/MAC/Massachusetts.png"
